movej(p[0.412660533370132, 0.212110395198443, 0.320503747417449, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412664277400254, 0.212112987889064, 0.320504568820996, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412670040107059, 0.212117792038439, 0.320503784647501, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412677040089718, 0.212124869139725, 0.320503474105791, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.41268581324198, 0.212134040584471, 0.320505001369574, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.41269737204107, 0.212143843821799, 0.320508139906731, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412711462692243, 0.212153417391744, 0.320511760264315, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412726171788243, 0.212161122383804, 0.320514972735046, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412738883775145, 0.212167333617734, 0.320517732633247, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412749233340621, 0.212172676161224, 0.320519189771713, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412756984784661, 0.212178180225693, 0.320519708264357, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412762350943304, 0.212183419984635, 0.320519219222801, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412766794239806, 0.212187836010759, 0.320518503494871, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412770500918477, 0.212191505757073, 0.320517777836394, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.41277203941927, 0.21219518986176, 0.320518221612195, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412768288490462, 0.212197809996315, 0.320520525969371, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412759270492575, 0.21219740044598, 0.3205225691795, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412747156241655, 0.212192331947342, 0.320522480004375, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.41273416634953, 0.212183584915739, 0.320519120899327, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412720558218807, 0.212173075182382, 0.320513193185012, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412705157269428, 0.212161245096242, 0.32050591910121, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412687325285661, 0.212147700184453, 0.320497335224373, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412667417929707, 0.212132988304802, 0.320488721209628, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412646795455605, 0.212117792964733, 0.320483083217069, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412626809075476, 0.21210369122985, 0.320482158496214, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412608617047147, 0.212091407584844, 0.320483502603212, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412593341301726, 0.212082577345436, 0.320484669996387, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412580599209612, 0.212077351310119, 0.320485666709208, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412570149974954, 0.212074749614861, 0.320488196803243, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412562259822612, 0.212074304244488, 0.320491495294755, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412557946741845, 0.212075484921341, 0.32049162297196, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412557452380731, 0.212077383437702, 0.320488505095645, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412560091006567, 0.212078799482029, 0.320483845419565, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412565561885988, 0.212080004121145, 0.320481478562376, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412573403939714, 0.212082443101084, 0.320482951080026, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412584188745051, 0.21208573069792, 0.320488233965021, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412597119695769, 0.212088670303978, 0.320497274098801, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.41261214473059, 0.212089529000094, 0.320508153747077, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412628045188753, 0.212089921478541, 0.320518362273115, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412643186249996, 0.212091063986477, 0.320523839181556, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412656675143411, 0.212093179818565, 0.320522797427744, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412668767932878, 0.212095923294189, 0.320514909461377, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412679271514195, 0.212099693281447, 0.320502951946101, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412687017259191, 0.212104133376317, 0.320491915289451, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412690915259241, 0.212108514120822, 0.320482623704539, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412691512370283, 0.212111872946358, 0.320472827434206, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412688347519332, 0.212113978299369, 0.320461716787368, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412680624025333, 0.212113837441339, 0.320452688272016, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412668013688397, 0.212110056573373, 0.320449801872567, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412651725644124, 0.212103051008014, 0.320452262949107, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412633172416233, 0.212094270176228, 0.32045591541362, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412614228284634, 0.212084867426798, 0.320457494097592, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412595987666117, 0.212075387913524, 0.32045633899707, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.41257902814762, 0.212066193022446, 0.320453527500779, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412563762309808, 0.21205752982514, 0.320449086716463, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412550708917316, 0.21205061454321, 0.320444369650503, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412540686114614, 0.212045592572997, 0.320440968545509, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412534962187137, 0.212041753245114, 0.320440755861114, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412534054483007, 0.21203855693844, 0.320444179558218, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412537043345057, 0.212037383199124, 0.32045060889906, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412542571165946, 0.212039598930603, 0.32045858871104, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412550641033349, 0.21204496764782, 0.320465255968087, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412560257541568, 0.21205248778214, 0.320471224638249, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.41256959821303, 0.212060993393153, 0.320477232471795, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412577156198425, 0.212069951107865, 0.320483930950422, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.41258359854242, 0.212079224890193, 0.320490897940747, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412590392564947, 0.212089963482484, 0.320499237687416, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.41259738150546, 0.212101772885085, 0.320510011823795, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412603802839286, 0.212112666248, 0.320522159512846, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412608758600698, 0.212122594842147, 0.320533595884303, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412612063117171, 0.212131934600266, 0.32054406140341, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412614200377671, 0.212139628067064, 0.320553955205468, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412614602247811, 0.212143723361519, 0.320562927190796, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412612627914966, 0.212143154335731, 0.320569449815994, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412607335527505, 0.212139351367304, 0.320571841278331, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412598089047413, 0.212133544460279, 0.320568637787626, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412585100624973, 0.212127778315022, 0.320561322113808, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412569509613331, 0.212122332816877, 0.320551144276321, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412552898789996, 0.212115673566615, 0.32054017516081, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412536031642482, 0.212106882146107, 0.3205294097165, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.41251891043266, 0.212096726944779, 0.320518896918621, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.41250312702713, 0.212087650459408, 0.320507689956091, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412490389547798, 0.212078797391577, 0.32049533083637, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412481068126152, 0.212068648602886, 0.320482843356416, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.41247489171476, 0.212058125545352, 0.320472703647177, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412470499821405, 0.212049047869882, 0.320465501715851, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412467818894354, 0.212042835626999, 0.320460773890505, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412467457873369, 0.21203937530449, 0.32045674554432, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412470649368842, 0.21203857692903, 0.320452522011762, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412478105937642, 0.212040472329393, 0.320448475652387, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.41248857705908, 0.212045565361751, 0.320447195361704, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412501468660157, 0.212053370048098, 0.320450206769632, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412517174840539, 0.212062377743003, 0.320456423710705, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412535273542247, 0.212071810804569, 0.320463102215327, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412554460351524, 0.212082112276157, 0.320470017937045, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412573316653194, 0.212092890069932, 0.320481592230529, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412591329685576, 0.212102654354393, 0.320497822534728, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412608073939871, 0.212110430339372, 0.320514536228357, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412622250987233, 0.212117915437058, 0.320528090047439, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412634178869658, 0.212124513009704, 0.320538457034805, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412644410069971, 0.212130236679454, 0.320546436579074, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412652488246194, 0.212133921543947, 0.320553007151239, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412657271079602, 0.212135526030695, 0.320559673708662, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412658466353863, 0.212134137691687, 0.320566867374573, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412657216315968, 0.212129382946869, 0.320573834489398, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.41265401688853, 0.212121542111498, 0.320577436650658, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412648563623118, 0.212112029206219, 0.320576111213556, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412641171558538, 0.212102756669107, 0.320570622977525, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412631136223685, 0.212093808640358, 0.320564187057163, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412617480690668, 0.212085232843603, 0.320559388337642, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412600142718157, 0.212076993014388, 0.320555576653672, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412581045993769, 0.212068822138758, 0.320550601521703, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412562916105578, 0.212059535671225, 0.320542421221958, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412546589044132, 0.212048510956438, 0.320531574452972, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412531665219894, 0.212037143750334, 0.320520573090851, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.41251828788455, 0.212027353955892, 0.320510740066247, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412507267338086, 0.212019983549367, 0.320502426588377, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.41249953648946, 0.212016333191257, 0.320495496406909, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412496132664014, 0.212016585479766, 0.320490685060441, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412497389658089, 0.212019632717726, 0.320487848921038, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412502394524222, 0.212023871761935, 0.320486679021388, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412509246279075, 0.212028602982888, 0.320485333730443, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412516948614927, 0.212034088402516, 0.320482152752618, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412525443898823, 0.212040973951942, 0.32047636977634, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412535509966371, 0.212048286272465, 0.320469780610787, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412547494880546, 0.212055420449014, 0.32046344426206, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412560319552515, 0.212062038478991, 0.320458300314928, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412572443468663, 0.212067847149374, 0.320454911956679, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412584109723917, 0.212073435098675, 0.320453627496885, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412596797772087, 0.212077856505099, 0.320452960778908, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.41261129337522, 0.212080210223413, 0.320451653680624, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412626842915475, 0.212080463312186, 0.320448517834659, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412641411126091, 0.21207951995685, 0.320444972141615, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412653465001025, 0.212078350615558, 0.320443150346894, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412661784677252, 0.212076980605895, 0.320442652256525, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412665625973251, 0.212076400995385, 0.320443222566702, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.412665272640153, 0.212075835266819, 0.3204421971717, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
