movej(p[0.421292572027561, 0.220586798666737, 0.31145918462948, -1.405, 0.76, -0.761], a = 0.2, v = 0.2, t = 0.2)
movej(p[0.421294969236848, 0.220591059097017, 0.311278720499057, -1.405, 0.76, -0.761], a = 0.2, v = 0.2, t = 0.2)
movej(p[0.421295999023936, 0.220592889281856, 0.311201197175425, -1.405, 0.76, -0.761], a = 0.2, v = 0.2, t = 0.2)
movej(p[0.42129814300689, 0.220596699666684, 0.31103979615737, -1.405, 0.76, -0.761], a = 0.2, v = 0.2, t = 0.2)
movej(p[0.421298020011243, 0.220596481073179, 0.311049055383378, -1.405, 0.76, -0.761], a = 0.2, v = 0.2, t = 0.2)
movej(p[0.421294728068912, 0.220590630482301, 0.31129687584417, -1.405, 0.76, -0.761], a = 0.2, v = 0.2, t = 0.2)
movej(p[0.421287813784178, 0.220578342098383, 0.31181738958856, -1.405, 0.76, -0.761], a = 0.2, v = 0.2, t = 0.2)
movej(p[0.421276570534986, 0.220558360080308, 0.312663791777728, -1.405, 0.76, -0.761], a = 0.2, v = 0.2, t = 0.2)
movej(p[0.421264910065265, 0.220537636558773, 0.313541602713941, -1.405, 0.76, -0.761], a = 0.2, v = 0.2, t = 0.2)
movej(p[0.421253162775087, 0.22051675873594, 0.314425949574396, -1.405, 0.76, -0.761], a = 0.2, v = 0.2, t = 0.2)
movej(p[0.421244039392055, 0.220500544241221, 0.31511276628002, -1.405, 0.76, -0.761], a = 0.2, v = 0.2, t = 0.2)
movej(p[0.421237419332203, 0.220488778767258, 0.315611130503372, -1.405, 0.76, -0.761], a = 0.2, v = 0.2, t = 0.2)
movej(p[0.421247217985456, 0.220506193383182, 0.314873478831431, -1.405, 0.76, -0.761], a = 0.2, v = 0.2, t = 0.2)
movej(p[0.421264741247709, 0.220537336528471, 0.31355431145552, -1.405, 0.76, -0.761], a = 0.2, v = 0.2, t = 0.2)
movej(p[0.421278099539702, 0.220561077497609, 0.312548686889711, -1.405, 0.76, -0.761], a = 0.2, v = 0.2, t = 0.2)
movej(p[0.421286205194042, 0.220575483238225, 0.311938485740464, -1.405, 0.76, -0.761], a = 0.2, v = 0.2, t = 0.2)
movej(p[0.421291474713451, 0.220584848469777, 0.311541791449744, -1.405, 0.76, -0.761], a = 0.2, v = 0.2, t = 0.2)
movej(p[0.421296001435616, 0.220592893568003, 0.311201015621974, -1.405, 0.76, -0.761], a = 0.2, v = 0.2, t = 0.2)
movej(p[0.421296698410952, 0.220594132264533, 0.311148546674597, -1.405, 0.76, -0.761], a = 0.2, v = 0.2, t = 0.2)
movej(p[0.421297052927818, 0.220594762328166, 0.311121858317281, -1.405, 0.76, -0.761], a = 0.2, v = 0.2, t = 0.2)
