movej(p[0.411050872927547, 0.210955776725879, 0.317636207963473, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411040747520495, 0.210956413069414, 0.31762440660474, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411034238281421, 0.210956585770275, 0.317610293727107, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411030460826714, 0.21095446204109, 0.317595637505927, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411028912696261, 0.210950791225453, 0.317580477222365, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411029475510818, 0.210946279474499, 0.317565085865307, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411032404958042, 0.210942328323356, 0.317549324423571, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411038148356746, 0.210939870989064, 0.317535190868586, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411047001689425, 0.210939577912925, 0.317526318455619, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.41105768363604, 0.210941675169601, 0.317521940180623, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411068266549111, 0.210944973832914, 0.317520419387639, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411076704102796, 0.210947906519865, 0.3175207861792, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411084332279017, 0.210949656797127, 0.317520695327401, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411092013424217, 0.210950383308711, 0.317518219084412, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411098184481759, 0.210951037800377, 0.317513820440476, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.41110208789128, 0.210952599654152, 0.317509601942178, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411105287094947, 0.210955271876237, 0.317506930502487, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411111371855154, 0.210958581750908, 0.317504270879789, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.41112054904202, 0.210962046832057, 0.317501258901725, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.41113051688436, 0.210965319648523, 0.317498034179184, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411137320509486, 0.21096880464046, 0.317496304797406, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411140957304784, 0.210973032461604, 0.317495814610366, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411143062696091, 0.210977587978929, 0.317496878158836, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411144992625387, 0.21098096028116, 0.317497075388585, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411146192790008, 0.210982071644478, 0.317495598061452, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411146026210612, 0.210980520661054, 0.317492904047584, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.41114468202555, 0.210976812461926, 0.317489531003299, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411142677193259, 0.210970057478048, 0.317485480299868, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411138446201971, 0.210961487265092, 0.317480204510105, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411130759772516, 0.21095099635705, 0.317476943647998, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411119537509455, 0.210939184259167, 0.317478623036097, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
movej(p[0.411107408527261, 0.210927860662837, 0.317485928562984, -1.283, 0.713, -0.78], a = 0.2, v = 0.2, t = 0.1)
